Date,High,Low,Open,Close,Volume,Adj Close
2016-03-28,28.67172622680664,28.216318130493164,28.54838752746582,28.254268646240234,32850500.0,23.396745681762695
2016-03-29,28.64326286315918,28.187856674194336,28.292219161987305,28.51043701171875,36464400.0,23.60887336730957
2016-03-30,28.66223907470703,28.47248649597168,28.60531234741211,28.52941131591797,33824500.0,23.624588012695312
2016-03-31,28.62428855895996,27.99810218811035,28.51992416381836,28.121442794799805,59861700.0,23.286754608154297
2016-04-01,28.62428855895996,27.90322494506836,27.93168830871582,28.500947952270508,50975300.0,23.60101318359375
2016-04-04,29.17457389831543,28.51992416381836,28.54838752746582,29.14611053466797,54762600.0,24.135257720947266
2016-04-05,30.123340606689453,29.013282775878906,29.611005783081055,29.753320693969727,299829400.0,24.63807487487793
2016-04-06,31.309297561645508,29.91461181640625,29.92409896850586,31.242883682250977,158517400.0,25.871551513671875
2016-04-07,31.38519859313965,30.834915161132812,30.882352828979492,31.081594467163086,64692400.0,25.737987518310547
2016-04-08,31.214420318603516,30.62618637084961,31.148008346557617,30.834915161132812,55598000.0,25.533716201782227
2016-04-11,30.901329040527344,30.237192153930664,30.85388946533203,30.256166458129883,87735800.0,25.054473876953125
2016-04-12,30.493358612060547,30.170778274536133,30.265655517578125,30.322580337524414,45179000.0,25.10946273803711
2016-04-13,30.939279556274414,30.322580337524414,30.322580337524414,30.872865676879883,38429200.0,25.565139770507812
2016-04-14,31.100568771362305,30.67362403869629,30.81593894958496,30.977230072021484,33682500.0,25.651569366455078
2016-04-15,31.100568771362305,30.645160675048828,30.977230072021484,30.834915161132812,37179100.0,25.533716201782227
2016-04-18,31.176469802856445,30.63567352294922,30.834915161132812,30.939279556274414,38997300.0,25.620141983032227
2016-04-19,31.499052047729492,31.062618255615234,31.119544982910156,31.204933166503906,29955000.0,25.840124130249023
2016-04-20,31.688804626464844,31.166982650756836,31.166982650756836,31.52751350402832,36981600.0,26.107248306274414
2016-04-21,31.764705657958984,31.347248077392578,31.36622428894043,31.537002563476562,36025300.0,26.115102767944336
2016-04-22,31.783681869506836,31.37571144104004,31.546489715576172,31.56546401977539,27548700.0,26.138671875
2016-04-25,31.56546401977539,31.309297561645508,31.43263816833496,31.5085391998291,25569500.0,26.091537475585938
2016-04-26,31.622390747070312,31.233396530151367,31.499052047729492,31.35673713684082,30293300.0,25.965829849243164
2016-04-27,31.5085391998291,31.214420318603516,31.29032325744629,31.309297561645508,27503600.0,25.926544189453125
2016-04-28,31.48007583618164,31.072105407714844,31.280834197998047,31.223909378051758,34819000.0,25.855836868286133
2016-04-29,31.261859893798828,30.76850128173828,31.185958862304688,31.034154891967773,36061100.0,25.698707580566406
2016-05-02,31.309297561645508,30.834915161132812,30.8918399810791,31.119544982910156,40122400.0,25.76941680908203
2016-05-03,32.2296028137207,31.546489715576172,31.925996780395508,31.973434448242188,75396400.0,26.476505279541016
2016-05-04,32.16318893432617,31.622390747070312,31.944971084594727,31.688804626464844,38021400.0,26.24081039428711
2016-05-05,32.001895904541016,31.59392738342285,31.660341262817383,31.850095748901367,25047500.0,26.37436866760254
2016-05-06,31.869070053100586,31.499052047729492,31.669828414916992,31.859582901000977,24422200.0,26.382221221923828
2016-05-09,32.220115661621094,31.802656173706055,31.821632385253906,32.08728790283203,33182800.0,26.570777893066406
2016-05-10,32.13472366333008,31.764705657958984,32.09677505493164,32.06830978393555,26125500.0,26.555065155029297
2016-05-11,31.840606689453125,31.45161247253418,31.745731353759766,31.46109962463379,32037400.0,26.285552978515625
2016-05-12,31.574953079223633,31.233396530151367,31.51802635192871,31.48956298828125,26746500.0,26.309337615966797
2016-05-13,31.736242294311523,31.44212532043457,31.622390747070312,31.48956298828125,21622500.0,26.309337615966797
2016-05-16,31.717267990112305,31.129032135009766,31.242883682250977,31.669828414916992,23239200.0,26.45994758605957
2016-05-17,31.631877899169922,31.233396530151367,31.56546401977539,31.33776092529297,33175200.0,26.1825008392334
2016-05-18,31.669828414916992,31.280834197998047,31.318784713745117,31.47058868408203,21034900.0,26.293479919433594
2016-05-19,31.717267990112305,31.271347045898438,31.46109962463379,31.669828414916992,28095700.0,26.45994758605957
2016-05-20,32.16318893432617,31.736242294311523,31.764705657958984,32.01138687133789,36437900.0,26.74531364440918
2016-05-23,32.17267608642578,31.925996780395508,32.09677505493164,31.944971084594727,25126800.0,26.689823150634766
2016-05-24,32.42884063720703,31.963947296142578,31.963947296142578,32.35293960571289,29890800.0,27.03067970275879
2016-05-25,32.637569427490234,32.32447814941406,32.371917724609375,32.59013366699219,22152800.0,27.228857040405273
2016-05-26,32.87476348876953,32.50474548339844,32.50474548339844,32.66603469848633,26656300.0,27.29227066040039
2016-05-27,32.96963882446289,32.618595123291016,32.618595123291016,32.83681106567383,21569100.0,27.434951782226562
2016-05-31,32.96963882446289,32.618595123291016,32.89373779296875,32.92219924926758,34547300.0,27.50629425048828
2016-06-01,33.149906158447266,32.84629821777344,32.92219924926758,32.96963882446289,24361200.0,27.545923233032227
2016-06-02,33.19734191894531,32.75142288208008,32.91271209716797,33.083492279052734,31807700.0,27.64105224609375
2016-06-03,33.092979431152344,32.68500900268555,33.083492279052734,32.91271209716797,28377600.0,27.49836540222168
2016-06-06,33.19734191894531,32.84629821777344,32.92219924926758,33.140419006347656,21526800.0,27.68861198425293
2016-06-07,33.19734191894531,32.96963882446289,33.05502700805664,33.05502700805664,24776900.0,27.617273330688477
2016-06-08,33.51992416381836,32.89373779296875,32.98861312866211,33.44402313232422,23703200.0,27.94227409362793
2016-06-09,33.68121337890625,33.235294342041016,33.254268646240234,33.50094985961914,25440200.0,27.989835739135742
2016-06-10,33.57685089111328,33.225807189941406,33.311195373535156,33.481971740722656,21645400.0,27.97398567199707
2016-06-13,33.34914779663086,32.92219924926758,33.225807189941406,32.96015167236328,31296000.0,27.53799819946289
2016-06-14,33.235294342041016,32.808349609375,32.82732391357422,33.19734191894531,33410400.0,27.736173629760742
2016-06-15,33.3870964050293,32.87476348876953,33.2163200378418,33.007591247558594,21372700.0,27.577638626098633
2016-06-16,33.007591247558594,32.65654754638672,32.90322494506836,32.96963882446289,23540600.0,27.545923233032227
2016-06-17,33.02656555175781,32.31499099731445,32.998104095458984,32.466793060302734,35423500.0,27.125804901123047
2016-06-20,32.92219924926758,32.42884063720703,32.71347427368164,32.73244857788086,23814900.0,27.34775733947754
